venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Buffalo Park,Deccan Chargers,L Balaji,12,0,18,0,0,0
Buffalo Park,Deccan Chargers,M Muralitharan,38,2,,,,
Buffalo Park,Deccan Chargers,S Tyagi,26,1,9,1,1,1
Buffalo Park,Deccan Chargers,SB Jakati,48,4,,,,
Buffalo Park,Deccan Chargers,SK Raina,20,1,,,,
Buffalo Park,Delhi Capitals,DJ Bravo,12,0,,,,
Buffalo Park,Delhi Capitals,DS Kulkarni,36,0,9,0,0,0
Buffalo Park,Delhi Capitals,Harbhajan Singh,48,1,,,,
Buffalo Park,Delhi Capitals,JP Duminy,50,1,,,,
Buffalo Park,Delhi Capitals,RR Raje,22,0,,,,
Buffalo Park,Delhi Capitals,SL Malinga,54,1,27,0,0,0
Buffalo Park,Delhi Capitals,SR Tendulkar,12,0,,,,
Buffalo Park,Kolkata Knight Riders,AM Nayar,38,1,,,,
Buffalo Park,Kolkata Knight Riders,GR Napier,48,1,3,0,0,0
Buffalo Park,Kolkata Knight Riders,Harbhajan Singh,48,0,7,0,0,0
Buffalo Park,Kolkata Knight Riders,SL Malinga,52,1,6,0,0,0
Buffalo Park,Kolkata Knight Riders,ST Jayasuriya,16,0,,,,
Buffalo Park,Kolkata Knight Riders,Z Khan,52,3,10,2,2,2
Buffalo Park,Mumbai Indians,A Mishra,26,0,,,,
Buffalo Park,Mumbai Indians,A Nehra,28,2,17,0,0,0
Buffalo Park,Mumbai Indians,AB Agarkar,7,1,,,,
Buffalo Park,Mumbai Indians,AB Dinda,19,1,12,1,1,1
Buffalo Park,Mumbai Indians,BJ Hodge,12,1,,,,
Buffalo Park,Mumbai Indians,CH Gayle,25,1,,,,
Buffalo Park,Mumbai Indians,DP Nannes,26,3,3,2,2,2
Buffalo Park,Mumbai Indians,I Sharma,27,1,12,0,0,0
Buffalo Park,Mumbai Indians,LR Shukla,18,0,7,0,0,0
Buffalo Park,Mumbai Indians,M Kartik,18,1,9,1,1,1
Buffalo Park,Mumbai Indians,PJ Sangwan,25,1,10,1,1,1
Buffalo Park,Mumbai Indians,R Bhatia,25,4,,,,
De Beers Diamond Oval,Chennai Super Kings,A Singh,36,1,13,1,1,1
De Beers Diamond Oval,Chennai Super Kings,RA Jadeja,28,0,,,,
De Beers Diamond Oval,Chennai Super Kings,SK Trivedi,38,1,9,1,1,1
De Beers Diamond Oval,Chennai Super Kings,SK Warne,54,1,,,,
De Beers Diamond Oval,Chennai Super Kings,SM Harwood,26,0,2,0,0,0
De Beers Diamond Oval,Chennai Super Kings,YK Pathan,50,0,13,0,0,0
De Beers Diamond Oval,Deccan Chargers,AS Raut,6,0,,,,
De Beers Diamond Oval,Deccan Chargers,B Lee,27,1,16,0,0,0
De Beers Diamond Oval,Deccan Chargers,IK Pathan,25,1,22,0,0,0
De Beers Diamond Oval,Deccan Chargers,M Morkel,19,0,20,0,0,0
De Beers Diamond Oval,Deccan Chargers,MM Patel,6,0,3,0,0,0
De Beers Diamond Oval,Deccan Chargers,PP Chawla,18,1,,,,
De Beers Diamond Oval,Deccan Chargers,RA Jadeja,24,2,,,,
De Beers Diamond Oval,Deccan Chargers,S Sreesanth,24,1,14,1,1,1
De Beers Diamond Oval,Deccan Chargers,SK Trivedi,18,1,10,1,1,1
De Beers Diamond Oval,Deccan Chargers,SK Warne,24,1,,,,
De Beers Diamond Oval,Deccan Chargers,WA Mota,25,1,,,,
De Beers Diamond Oval,Deccan Chargers,YK Pathan,24,3,9,1,1,1
De Beers Diamond Oval,Deccan Chargers,Yuvraj Singh,6,0,,,,
De Beers Diamond Oval,Punjab Kings,A Symonds,14,0,,,,
De Beers Diamond Oval,Punjab Kings,PP Ojha,50,1,,,,
De Beers Diamond Oval,Punjab Kings,RG Sharma,24,2,2,2,2,2
De Beers Diamond Oval,Punjab Kings,RJ Harris,38,0,19,0,0,0
De Beers Diamond Oval,Punjab Kings,RP Singh,34,0,12,0,0,0
De Beers Diamond Oval,Punjab Kings,Shoaib Ahmed,36,2,9,0,0,0
De Beers Diamond Oval,Punjab Kings,TL Suman,36,2,,,,
De Beers Diamond Oval,Punjab Kings,Y Venugopal Rao,12,0,3,0,0,0
De Beers Diamond Oval,Rajasthan Royals,A Symonds,48,0,5,0,0,0
De Beers Diamond Oval,Rajasthan Royals,DR Smith,12,0,,,,
De Beers Diamond Oval,Rajasthan Royals,JA Morkel,19,1,10,1,1,1
De Beers Diamond Oval,Rajasthan Royals,JDP Oram,6,0,9,0,0,0
De Beers Diamond Oval,Rajasthan Royals,L Balaji,18,1,3,0,0,0
De Beers Diamond Oval,Rajasthan Royals,M Muralitharan,24,2,,,,
De Beers Diamond Oval,Rajasthan Royals,PP Ojha,42,3,,,,
De Beers Diamond Oval,Rajasthan Royals,RG Sharma,36,4,,,,
De Beers Diamond Oval,Rajasthan Royals,RP Singh,52,1,11,0,0,0
De Beers Diamond Oval,Rajasthan Royals,S Tyagi,12,0,12,0,0,0
De Beers Diamond Oval,Rajasthan Royals,SB Jakati,25,2,,,,
De Beers Diamond Oval,Rajasthan Royals,SK Raina,18,1,,,,
De Beers Diamond Oval,Rajasthan Royals,WPUJC Vaas,50,2,14,2,2,2
Dr DY Patil Sports Academy,Chennai Super Kings,A Symonds,25,1,10,1,1,1
Dr DY Patil Sports Academy,Chennai Super Kings,AC Thomas,46,0,9,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,CRD Fernando,26,2,11,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,Harbhajan Singh,24,0,11,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,Harmeet Singh,24,1,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,JD Ryder,26,1,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,JE Taylor,52,0,10,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,KA Pollard,24,1,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,M Kartik,48,1,0,1,1,1
Dr DY Patil Sports Academy,Chennai Super Kings,MM Patel,12,0,14,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,MR Marsh,12,0,9,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,PP Ojha,24,1,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,R Sharma,50,0,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,RJ Harris,25,3,8,2,2,2
Dr DY Patil Sports Academy,Chennai Super Kings,RP Singh,25,1,21,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,SK Trivedi,12,0,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,SK Warne,25,0,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,SL Malinga,25,1,11,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,SR Watson,26,1,19,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,Sohail Tanvir,25,1,6,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,YK Pathan,24,3,3,1,1,1
Dr DY Patil Sports Academy,Chennai Super Kings,Yuvraj Singh,12,0,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,Z Khan,25,1,7,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,A Kumble,21,4,4,1,1,1
Dr DY Patil Sports Academy,Deccan Chargers,A Nehra,24,0,19,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,AD Mathews,52,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,AM Nayar,14,0,,,,
Dr DY Patil Sports Academy,Deccan Chargers,B Akhil,6,0,,,,
Dr DY Patil Sports Academy,Deccan Chargers,B Kumar,24,0,10,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,BJ Hodge,24,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,CK Langeveldt,54,2,20,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,DE Bollinger,48,4,12,2,2,2
Dr DY Patil Sports Academy,Deccan Chargers,DJ Bravo,54,0,,,,
Dr DY Patil Sports Academy,Deccan Chargers,DS Kulkarni,12,0,8,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,DW Steyn,20,1,11,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,Harbhajan Singh,52,3,10,1,1,1
Dr DY Patil Sports Academy,Deccan Chargers,I Sharma,52,1,20,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,JA Morkel,36,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,JH Kallis,12,2,,,,
Dr DY Patil Sports Academy,Deccan Chargers,KA Pollard,24,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,KP Pietersen,6,0,,,,
Dr DY Patil Sports Academy,Deccan Chargers,LR Shukla,36,1,16,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,M Kartik,36,1,6,1,1,1
Dr DY Patil Sports Academy,Deccan Chargers,M Manhas,36,0,,,,
Dr DY Patil Sports Academy,Deccan Chargers,M Muralitharan,48,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,MR Marsh,38,0,17,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,ND Doshi,25,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,P Kumar,24,2,12,2,2,2
Dr DY Patil Sports Academy,Deccan Chargers,R Ashwin,48,1,11,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,R McLaren,38,0,19,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,R Sharma,50,2,10,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,SB Jakati,52,2,,,,
Dr DY Patil Sports Academy,Deccan Chargers,SD Chitnis,26,0,13,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,SK Raina,4,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,SL Malinga,46,3,2,2,2,2
Dr DY Patil Sports Academy,Deccan Chargers,SM Pollock,24,0,10,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,ST Jayasuriya,24,0,10,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,WD Parnell,46,1,20,0,0,0
Dr DY Patil Sports Academy,Deccan Chargers,Yuvraj Singh,48,1,,,,
Dr DY Patil Sports Academy,Deccan Chargers,Z Khan,36,3,19,1,1,1
Dr DY Patil Sports Academy,Delhi Capitals,A Nehra,48,3,18,1,1,1
Dr DY Patil Sports Academy,Delhi Capitals,AA Jhunjhunwala,14,0,,,,
Dr DY Patil Sports Academy,Delhi Capitals,AC Thomas,24,0,22,0,0,0
Dr DY Patil Sports Academy,Delhi Capitals,DJ Bravo,36,1,8,0,0,0
Dr DY Patil Sports Academy,Delhi Capitals,DJ Thornely,24,1,,,,
Dr DY Patil Sports Academy,Delhi Capitals,DS Kulkarni,36,3,,,,
Dr DY Patil Sports Academy,Delhi Capitals,JD Ryder,40,1,,,,
Dr DY Patil Sports Academy,Delhi Capitals,R Sharma,48,2,,,,
Dr DY Patil Sports Academy,Delhi Capitals,RR Raje,24,0,,,,
Dr DY Patil Sports Academy,Delhi Capitals,SB Wagh,40,0,18,0,0,0
Dr DY Patil Sports Academy,Delhi Capitals,SM Pollock,48,2,11,1,1,1
Dr DY Patil Sports Academy,Delhi Capitals,ST Jayasuriya,12,0,,,,
Dr DY Patil Sports Academy,Delhi Capitals,WD Parnell,28,0,27,0,0,0
Dr DY Patil Sports Academy,Delhi Capitals,Yuvraj Singh,48,4,,,,
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,AC Thomas,18,1,22,1,1,1
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,JD Ryder,12,2,,,,
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,M Kartik,26,0,,,,
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,R Sharma,24,1,,,,
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,SB Wagh,12,0,10,0,0,0
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,WD Parnell,25,4,5,3,3,3
Dr DY Patil Sports Academy,Kochi Tuskers Kerala,Yuvraj Singh,6,0,,,,
Dr DY Patil Sports Academy,Kolkata Knight Riders,A Symonds,26,0,,,,
Dr DY Patil Sports Academy,Kolkata Knight Riders,AC Thomas,38,1,22,1,1,1
Dr DY Patil Sports Academy,Kolkata Knight Riders,B Kumar,38,1,1,0,0,0
Dr DY Patil Sports Academy,Kolkata Knight Riders,Jaskaran Singh,25,1,15,1,1,1
Dr DY Patil Sports Academy,Kolkata Knight Riders,PP Ojha,24,0,,,,
Dr DY Patil Sports Academy,Kolkata Knight Riders,R Sharma,48,0,1,0,0,0
Dr DY Patil Sports Academy,Kolkata Knight Riders,RP Singh,27,1,14,1,1,1
Dr DY Patil Sports Academy,Kolkata Knight Riders,S Rana,8,0,,,,
Dr DY Patil Sports Academy,Kolkata Knight Riders,TL Suman,7,0,,,,
Dr DY Patil Sports Academy,Kolkata Knight Riders,WD Parnell,50,1,20,0,0,0
Dr DY Patil Sports Academy,Kolkata Knight Riders,WPUJC Vaas,18,2,9,2,2,2
Dr DY Patil Sports Academy,Kolkata Knight Riders,Yuvraj Singh,24,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,A Kumble,26,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,A Symonds,25,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,AC Thomas,27,1,10,1,1,1
Dr DY Patil Sports Academy,Mumbai Indians,D Kalyankrishna,12,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,DE Bollinger,48,2,5,1,1,1
Dr DY Patil Sports Academy,Mumbai Indians,DNT Zoysa,26,1,12,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,DW Steyn,27,3,17,2,2,2
Dr DY Patil Sports Academy,Mumbai Indians,GD McGrath,24,0,17,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,JA Morkel,38,2,12,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,JD Ryder,6,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,JE Taylor,24,2,11,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,JH Kallis,12,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,Jaskaran Singh,23,2,20,1,1,1
Dr DY Patil Sports Academy,Mumbai Indians,KAJ Roach,26,0,10,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,KP Pietersen,24,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,M Muralitharan,48,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,MM Patel,38,0,22,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,Mohammad Asif,27,1,18,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,P Kumar,19,0,29,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,PJ Sangwan,25,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,PP Ojha,36,1,12,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,R Ashwin,52,0,16,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,R Bhatia,12,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,R Sharma,24,2,,,,
Dr DY Patil Sports Academy,Mumbai Indians,R Vinay Kumar,13,0,8,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,RG Sharma,6,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,RP Singh,51,2.5,8.5,0.5,0,1
Dr DY Patil Sports Academy,Mumbai Indians,SB Bangar,24,2,3,1,1,1
Dr DY Patil Sports Academy,Mumbai Indians,SB Jakati,36,2,,,,
Dr DY Patil Sports Academy,Mumbai Indians,SB Wagh,19,0,28,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,SK Raina,28,2,,,,
Dr DY Patil Sports Academy,Mumbai Indians,SK Trivedi,36,0,8,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,SK Warne,28,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,SR Watson,50,2,,,,
Dr DY Patil Sports Academy,Mumbai Indians,Shahid Afridi,25,2,5,1,1,1
Dr DY Patil Sports Academy,Mumbai Indians,Shoaib Malik,6,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,Sohail Tanvir,46,0,4,0,0,0
Dr DY Patil Sports Academy,Mumbai Indians,V Kohli,6,0,,,,
Dr DY Patil Sports Academy,Mumbai Indians,V Sehwag,6,1,,,,
Dr DY Patil Sports Academy,Mumbai Indians,VY Mahesh,24,3,15,2,2,2
Dr DY Patil Sports Academy,Mumbai Indians,Yuvraj Singh,24,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,A Mishra,25,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,A Symonds,12,0,,,,
Dr DY Patil Sports Academy,Pune Warriors,AB Dinda,25,2,12,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,AM Nayar,42,1,,,,
Dr DY Patil Sports Academy,Pune Warriors,B Lee,24,0,16,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,BJ Hodge,26,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,DE Bollinger,25,3,6,2,2,2
Dr DY Patil Sports Academy,Pune Warriors,DS Kulkarni,50,0,6,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,DT Christian,18,2,4,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,DW Steyn,25,1,10,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,Harbhajan Singh,36,1,6,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,I Sharma,18,0,11,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,IK Pathan,19,0,16,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,Iqbal Abdulla,19,1,5,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,JH Kallis,12,0,7,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,JP Duminy,12,1,14,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,JR Hopes,25,1,,,,
Dr DY Patil Sports Academy,Pune Warriors,KA Pollard,48,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,KMDN Kulasekara,19,1,26,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,L Balaji,7,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,M Muralitharan,48,1,7,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,MM Patel,48,1,15,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,NJ Rimmington,36,0,14,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,P Kumar,38,1,13,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,PP Chawla,12,0,12,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,PP Ojha,24,3,,,,
Dr DY Patil Sports Academy,Pune Warriors,R Ashwin,24,1,,,,
Dr DY Patil Sports Academy,Pune Warriors,R Bhatia,13,0,,,,
Dr DY Patil Sports Academy,Pune Warriors,R McLaren,36,1,5,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,R Vinay Kumar,42,1,11,1,1,1
Dr DY Patil Sports Academy,Pune Warriors,RA Jadeja,50,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,RP Singh,36,0,16,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,S Nadeem,25,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,S Sreesanth,44,0,10,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,SB Jakati,12,0,,,,
Dr DY Patil Sports Academy,Pune Warriors,SK Raina,18,0,,,,
Dr DY Patil Sports Academy,Pune Warriors,SL Malinga,54,3,4,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,Shakib Al Hasan,25,2,,,,
Dr DY Patil Sports Academy,Pune Warriors,TG Southee,26,1,5,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,UT Yadav,26,0,21,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,Y Venugopal Rao,6,0,14,0,0,0
Dr DY Patil Sports Academy,Pune Warriors,YK Pathan,24,2,1,1,1,1
Dr DY Patil Sports Academy,Punjab Kings,AC Thomas,25,2,8,2,2,2
Dr DY Patil Sports Academy,Punjab Kings,JD Ryder,19,1,,,,
Dr DY Patil Sports Academy,Punjab Kings,M Kartik,6,1,10,1,1,1
Dr DY Patil Sports Academy,Punjab Kings,M Manhas,18,0,,,,
Dr DY Patil Sports Academy,Punjab Kings,R Sharma,12,0,,,,
Dr DY Patil Sports Academy,Punjab Kings,SB Wagh,21,3,9,2,2,2
Dr DY Patil Sports Academy,Punjab Kings,WD Parnell,24,1,9,0,0,0
Dr DY Patil Sports Academy,Rajasthan Royals,A Nehra,18,3,12,1,1,1
Dr DY Patil Sports Academy,Rajasthan Royals,DJ Bravo,18,2,,,,
Dr DY Patil Sports Academy,Rajasthan Royals,DS Kulkarni,18,2,17,0,0,0
Dr DY Patil Sports Academy,Rajasthan Royals,JA Morkel,58,4,,,,
Dr DY Patil Sports Academy,Rajasthan Royals,L Balaji,50,0,,,,
Dr DY Patil Sports Academy,Rajasthan Royals,M Muralitharan,48,2,,,,
Dr DY Patil Sports Academy,Rajasthan Royals,M Ntini,48,0,16,0,0,0
Dr DY Patil Sports Academy,Rajasthan Royals,MS Gony,48,1,25,1,1,1
Dr DY Patil Sports Academy,Rajasthan Royals,RR Raje,19,2,,,,
Dr DY Patil Sports Academy,Rajasthan Royals,SM Pollock,18,1,19,1,1,1
Dr DY Patil Sports Academy,Rajasthan Royals,ST Jayasuriya,12,0,,,,
Dr DY Patil Sports Academy,Royal Challengers Bangalore,A Symonds,36,0,14,0,0,0
Dr DY Patil Sports Academy,Royal Challengers Bangalore,CRD Fernando,52,1,13,0,0,0
Dr DY Patil Sports Academy,Royal Challengers Bangalore,Harbhajan Singh,54,2,,,,
Dr DY Patil Sports Academy,Royal Challengers Bangalore,Harmeet Singh,12,0,,,,
Dr DY Patil Sports Academy,Royal Challengers Bangalore,KA Pollard,52,4,,,,
Dr DY Patil Sports Academy,Royal Challengers Bangalore,PP Ojha,46,0,5,0,0,0
Dr DY Patil Sports Academy,Royal Challengers Bangalore,R Sharma,36,1,,,,
Dr DY Patil Sports Academy,Royal Challengers Bangalore,RJ Harris,38,0,14,0,0,0
Dr DY Patil Sports Academy,Royal Challengers Bangalore,SL Malinga,50,2,15,1,1,1
Dr DY Patil Sports Academy,Royal Challengers Bangalore,Z Khan,48,0,16,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,A Mishra,48,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,AR Patel,48,1,11,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Ankit Sharma,18,1,2,1,1,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,DJ Harris,6,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,DT Christian,24,2,6,1,1,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,DW Steyn,28,2,12,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,I Sharma,48,1,21,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,KMA Paul,40,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,MS Gony,25,0,24,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,TA Boult,48,1,10,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,TP Sudhindra,26,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,DE Bollinger,30,2,21,1,1,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,DJ Bravo,12,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,F du Plessis,12,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Harbhajan Singh,24,0,4,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,JA Morkel,26,0,12,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,KA Pollard,26,2,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,MM Patel,24,4,14,2,2,2
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,PP Ojha,25,0,18,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,R Ashwin,36,0,12,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,RA Jadeja,48,5,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,SB Jakati,24,2,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,SK Raina,24,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,SL Malinga,24,3,9,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,A Ashish Reddy,13,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,A Zampa,24,3,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,AB Dinda,24,3,12,2,2,2
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,B Kumar,77,1.5,17,0.5,0,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Basil Thampi,48,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,DJ Bravo,26,2,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,DJ Hooda,14,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,DL Chahar,37,1,14.5,0.5,0,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,DW Steyn,24,1,14,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Harbhajan Singh,72,1.5,14.5,1,1,1
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,IK Pathan,18,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Imran Tahir,24,1,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,JJ Bumrah,48,3,2,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,KH Pandya,28,3,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,KK Ahmed,36,3,13,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,KV Sharma,12,0,,,,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,MJ McClenaghan,48,1,8,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Mohammad Nabi,48,0,9,0,0,0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,N Rana,12,0,,,,
