venue,opp_team,striker,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Barabati Stadium,Kolkata Knight Riders,DA Miller,92.84,13.0,13,13,1.0,1,1,,,,,,
Barabati Stadium,Kolkata Knight Riders,DW Steyn,233.32999999999998,7.0,7,7,1.0,1,1,,,,,,
Barabati Stadium,Kolkata Knight Riders,GJ Bailey,109.08000000000001,12.0,12,12,0.0,0,0,,,,,,
Barabati Stadium,Kolkata Knight Riders,GJ Maxwell,99.98,14.0,14,14,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Barabati Stadium,Kolkata Knight Riders,IR Jaggi,42.87,3.0,3,3,1.0,1,1,,,,,,
Barabati Stadium,Kolkata Knight Riders,JP Duminy,106.69000000000001,16.0,16,16,0.0,0,0,,,,,,
Barabati Stadium,Kolkata Knight Riders,KA Pollard,90.90000000000002,10.0,10,10,0.0,0,0,,,,,,
Barabati Stadium,Kolkata Knight Riders,KC Sangakkara,80.03,12.0,12,12,1.0,1,1,12.0,12.0,12.0,1.0,1.0,1.0
Barabati Stadium,Kolkata Knight Riders,LMP Simmons,80.02000000000001,12.0,12,12,1.0,1,1,12.0,12.0,12.0,1.0,1.0,1.0
Barabati Stadium,Kolkata Knight Riders,MG Johnson,116.66,14.0,14,14,1.0,1,1,,,,,,
Barabati Stadium,Kolkata Knight Riders,Mandeep Singh,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Barabati Stadium,Kolkata Knight Riders,PA Patel,121.03000000000002,23.0,23,23,1.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0
Barabati Stadium,Kolkata Knight Riders,R Dhawan,66.68,4.0,4,4,1.0,1,1,,,,,,
Barabati Stadium,Kolkata Knight Riders,RG Sharma,110.82000000000001,51.0,51,51,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Barabati Stadium,Kolkata Knight Riders,S Dhawan,100.0,50.0,50,50,1.0,1,1,24.0,24.0,24.0,0.0,0.0,0.0
Barabati Stadium,Kolkata Knight Riders,V Sehwag,138.39,72.0,72,72,1.0,1,1,30.0,30.0,30.0,0.0,0.0,0.0
Barabati Stadium,Kolkata Knight Riders,WP Saha,166.64999999999998,15.0,15,15,1.0,1,1,15.0,15.0,15.0,1.0,1.0,1.0
Barabati Stadium,Mumbai Indians,G Gambhir,73.67,14.0,14,14,1.0,1,1,10.0,10.0,10.0,0.0,0.0,0.0
Barabati Stadium,Mumbai Indians,MK Pandey,63.67999999999999,14.0,14,14,1.0,1,1,,,,,,
Barabati Stadium,Mumbai Indians,RV Uthappa,151.01999999999995,80.0,80,80,1.0,1,1,32.0,32.0,32.0,0.0,0.0,0.0
Barabati Stadium,Mumbai Indians,Shakib Al Hasan,112.5,9.0,9,9,1.0,1,1,,,,,,
Barabati Stadium,Mumbai Indians,YK Pathan,142.84,20.0,20,20,0.0,0,0,,,,,,
Barabati Stadium,Pune Warriors,BB Samantray,100.0,2.0,2,2,0.0,0,0,,,,,,
Barabati Stadium,Pune Warriors,CL White,164.36,74.0,74,74,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Barabati Stadium,Pune Warriors,JP Duminy,133.32999999999998,4.0,4,4,0.0,0,0,,,,,,
Barabati Stadium,Pune Warriors,KC Sangakkara,157.64,82.0,82,82,1.0,1,1,4.0,4.0,4.0,0.0,0.0,0.0
Barabati Stadium,Pune Warriors,PA Patel,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Barabati Stadium,Pune Warriors,S Dhawan,72.24000000000001,13.0,13,13,1.0,1,1,13.0,13.0,13.0,1.0,1.0,1.0
Barabati Stadium,Punjab Kings,A Symonds,139.44999999999996,53.0,53,53,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,AC Gilchrist,253.83000000000004,33.0,33,33,1.0,1,1,33.0,33.0,33.0,1.0,1.0,1.0
Barabati Stadium,Punjab Kings,Anirudh Singh,0.0,0.0,0,0,1.0,1,1,,,,,,
Barabati Stadium,Punjab Kings,BB McCullum,109.94999999999997,33.0,33,33,0.0,0,0,12.0,12.0,12.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,DR Smith,80.0,4.0,4,4,1.0,1,1,4.0,4.0,4.0,1.0,1.0,1.0
Barabati Stadium,Punjab Kings,F du Plessis,208.0,52.0,52,52,2.0,2,2,,,,,,
Barabati Stadium,Punjab Kings,G Gambhir,134.12,63.0,63,63,0.0,0,0,13.0,13.0,13.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,HH Gibbs,100.02999999999999,23.0,23,23,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,Jaskaran Singh,100.0,3.0,3,3,1.0,1,1,,,,,,
Barabati Stadium,Punjab Kings,M Manhas,200.0,8.0,8,8,0.0,0,0,,,,,,
Barabati Stadium,Punjab Kings,MK Pandey,102.88999999999997,36.0,36,36,0.0,0,0,,,,,,
Barabati Stadium,Punjab Kings,MS Dhoni,115.0,23.0,23,23,1.0,1,1,,,,,,
Barabati Stadium,Punjab Kings,R Ashwin,275.0,11.0,11,11,0.0,0,0,,,,,,
Barabati Stadium,Punjab Kings,RA Jadeja,212.5,17.0,17,17,1.0,1,1,,,,,,
Barabati Stadium,Punjab Kings,RG Sharma,50.0,1.0,1,1,1.0,1,1,,,,,,
Barabati Stadium,Punjab Kings,RP Singh,200.0,4.0,4,4,0.0,0,0,,,,,,
Barabati Stadium,Punjab Kings,RV Uthappa,158.60999999999996,46.0,46,46,1.0,1,1,39.0,39.0,39.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,SK Raina,129.59,35.0,35,35,1.0,1,1,29.0,29.0,29.0,0.0,0.0,0.0
Barabati Stadium,Punjab Kings,TL Suman,118.22999999999998,26.0,26,26,0.0,0,0,,,,,,
Barabati Stadium,Punjab Kings,VVS Laxman,142.86999999999998,10.0,10,10,1.0,1,1,10.0,10.0,10.0,1.0,1.0,1.0
Barabati Stadium,Punjab Kings,WPUJC Vaas,160.0,16.0,16,16,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,AP Tare,0.0,0.0,0,0,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,AT Rayudu,66.66,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,CJ Anderson,200.0,20.0,20,20,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,DJ Bravo,157.14999999999998,11.0,11,11,0.0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,Harbhajan Singh,350.0,7.0,7,7,0.0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,KA Pollard,199.98,17.0,14,20,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,LMP Simmons,152.23999999999998,67.0,67,67,1.0,1,1,28.0,28.0,28.0,0.0,0.0,0.0
Brabourne Stadium,Chennai Super Kings,MEK Hussey,118.17000000000002,39.0,39,39,1.0,1,1,23.0,23.0,23.0,0.0,0.0,0.0
Brabourne Stadium,Chennai Super Kings,P Kumar,50.0,1.0,1,1,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,PP Ojha,100.0,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,R McLaren,100.0,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,R Sathish,55.55,5.0,5,5,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,RG Sharma,125.0,20.0,20,20,1.0,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,S Dhawan,151.34,56.0,56,56,1.0,1,1,38.0,38.0,38.0,0.0,0.0,0.0
Brabourne Stadium,Chennai Super Kings,SR Tendulkar,133.29,72.0,72,72,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Brabourne Stadium,Chennai Super Kings,SS Tiwary,66.67,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,AT Rayudu,183.27999999999997,55.0,55,55,0.0,0,0,,,,,,
Brabourne Stadium,Deccan Chargers,DJ Bravo,25.0,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,KA Pollard,210.0,21.0,21,21,1.0,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,S Dhawan,87.5,14.0,14,14,1.0,1,1,14.0,14.0,14.0,0.0,0.0,0.0
Brabourne Stadium,Deccan Chargers,SR Tendulkar,140.0,35.0,35,35,1.0,1,1,35.0,35.0,35.0,0.0,0.0,0.0
Brabourne Stadium,Deccan Chargers,SS Tiwary,125.72999999999998,44.0,44,44,1.0,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,AM Rahane,162.53999999999996,91.0,91,91,0.0,0,0,21.0,21.0,21.0,0.0,0.0,0.0
Brabourne Stadium,Delhi Capitals,AT Rayudu,114.25999999999999,24.0,24,24,1.0,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,C Madan,71.43,15.0,15,15,1.0,1,1,15.0,15.0,15.0,1.0,1.0,1.0
Brabourne Stadium,Delhi Capitals,JP Duminy,140.04,21.0,21,21,0.0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,JP Faulkner,200.0,8.0,8,8,0.0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,KA Pollard,346.11999999999995,45.0,45,45,0.0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,KK Nair,160.51,61.0,61,61,1.0,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,SR Tendulkar,111.06000000000003,30.0,30,30,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
Brabourne Stadium,Delhi Capitals,SR Watson,80.76,21.0,21,21,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Delhi Capitals,SS Tiwary,135.69,38.0,38,38,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Brabourne Stadium,Kolkata Knight Riders,AM Rahane,168.20000000000002,37.0,37,37,1.0,1,1,25.0,25.0,25.0,0.0,0.0,0.0
Brabourne Stadium,Kolkata Knight Riders,CH Morris,80.0,4.0,4,4,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,JP Faulkner,100.01,6.0,6,6,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,KA Pollard,100.0,7.0,7,7,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,KK Nair,160.0,16.0,16,16,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,R Sathish,190.89000000000001,21.0,21,21,0.0,0,0,,,,,,
Brabourne Stadium,Kolkata Knight Riders,S Dhawan,109.52000000000002,23.0,23,23,1.0,1,1,21.0,21.0,21.0,0.0,0.0,0.0
Brabourne Stadium,Kolkata Knight Riders,SPD Smith,127.26,14.0,14,14,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,SR Tendulkar,136.46999999999997,71.0,71,71,0.0,0,0,33.0,33.0,33.0,0.0,0.0,0.0
Brabourne Stadium,Kolkata Knight Riders,SR Watson,167.68000000000012,104.0,104,104,0.0,0,0,37.0,37.0,37.0,0.0,0.0,0.0
Brabourne Stadium,Kolkata Knight Riders,SS Tiwary,125.03000000000002,30.0,30,30,1.0,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,SV Samson,88.88,8.0,8,8,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,A Mishra,70.56,12.0,12,12,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,A Symonds,110.51,21.0,21,21,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,A Uniyal,0.0,0.0,0,0,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AA Jhunjhunwala,127.27,14.0,14,14,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,AB McDonald,106.52,33.0,33,33,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,AB de Villiers,57.16,4.0,4,4,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AC Gilchrist,135.71,19.0,19,19,2.0,2,2,19.0,19.0,19.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,AD Mascarenhas,112.5,9.0,9,9,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AD Mathews,100.0,3.0,3,3,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,B Lee,75.0,3.0,3,3,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,BB McCullum,127.28,14.0,14,14,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,CH Gayle,115.41000000000004,75.0,75,75,1.0,1,1,11.0,11.0,11.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,DA Warner,206.69,31.0,31,31,1.0,1,1,31.0,31.0,31.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,DJ Hussey,137.95,40.0,40,40,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,DPMD Jayawardene,100.0,20.0,20,20,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,DR Smith,120.0,24.0,24,24,1.0,1,1,24.0,24.0,24.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,EJG Morgan,116.67,7.0,7,7,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,F du Plessis,159.11,35.0,35,35,1.0,1,1,34.0,34.0,34.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,G Gambhir,188.87,17.0,17,17,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,GC Smith,118.2,26.0,26,26,2.0,2,2,26.0,26.0,26.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,HH Gibbs,113.35000000000001,17.0,17,17,1.0,1,1,17.0,17.0,17.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,IK Pathan,128.56,18.0,18,18,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,JH Kallis,120.01999999999985,66.0,66,66,0.0,0,0,29.0,29.0,29.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,Jaskaran Singh,0.0,0.0,0,0,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,K Goel,33.33,1.0,1,1,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,KD Karthik,78.53999999999999,11.0,11,11,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,MD Mishra,71.44,5.0,5,5,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,MK Pandey,148.10000000000002,40.0,40,40,1.0,1,1,24.0,24.0,24.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,ML Hayden,133.35,20.0,20,20,1.0,1,1,20.0,20.0,20.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,MS Bisla,110.0,11.0,11,11,1.0,1,1,11.0,11.0,11.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,NV Ojha,99.97999999999999,12.0,12,12,1.0,1,1,12.0,12.0,12.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,OA Shah,134.81999999999996,31.0,31,31,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,P Dogra,136.61,41.0,41,41,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PA Patel,61.53,8.0,8,8,1.0,1,1,8.0,8.0,8.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,PD Collingwood,40.0,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PJ Sangwan,120.0,6.0,6,6,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,PP Chawla,146.68,22.0,22,22,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PP Ojha,100.0,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,R Sharma,71.43,5.0,5,5,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RG Sharma,78.56,11.0,11,11,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RJ Harris,130.0,13.0,13,13,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RS Bopara,25.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Brabourne Stadium,Mumbai Indians,RV Uthappa,153.35,23.0,23,23,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,S Badrinath,112.20000000000003,55.0,55,55,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,SC Ganguly,88.6,31.0,31,31,1.0,1,1,21.0,21.0,21.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,SE Marsh,118.67999999999998,57.0,57,57,1.0,1,1,22.0,22.0,22.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,SJ Srivastava,100.0,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,SK Raina,153.75,68.5,54,83,0.0,0,0,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,SK Warne,100.0,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,TL Suman,64.68,11.0,11,11,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,V Kohli,141.66,17.0,17,17,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,V Sehwag,105.23000000000002,20.0,20,20,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,VS Malik,120.0,6.0,6,6,1.0,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,VVS Laxman,57.15,4.0,4,4,0.0,0,0,4.0,4.0,4.0,0.0,0.0,0.0
Brabourne Stadium,Mumbai Indians,YK Pathan,250.0,100.0,100,100,0.0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,Yuvraj Singh,66.67,2.0,2,2,1.0,1,1,,,,,,
Brabourne Stadium,Punjab Kings,AT Rayudu,64.27,9.0,9,9,1.0,1,1,,,,,,
Brabourne Stadium,Punjab Kings,DJ Bravo,200.0,8.0,8,8,1.0,1,1,,,,,,
Brabourne Stadium,Punjab Kings,Harbhajan Singh,100.0,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Punjab Kings,KA Pollard,142.83999999999997,20.0,20,20,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Brabourne Stadium,Punjab Kings,R Sathish,170.0,17.0,17,17,0.0,0,0,,,,,,
Brabourne Stadium,Punjab Kings,S Dhawan,125.0,50.0,50,50,1.0,1,1,26.0,26.0,26.0,0.0,0.0,0.0
Brabourne Stadium,Punjab Kings,SR Tendulkar,64.7,11.0,11,11,1.0,1,1,11.0,11.0,11.0,1.0,1.0,1.0
Brabourne Stadium,Punjab Kings,SS Tiwary,129.22000000000003,31.0,31,31,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,A Mishra,33.33,1.0,1,1,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,AD Mathews,84.21000000000001,16.0,16,16,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,AD Russell,168.2,37.0,37,37,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,AP Tare,143.75,23.0,23,23,1.0,1,1,23.0,23.0,23.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,AT Rayudu,161.72,55.0,55,55,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,Azhar Mahmood,75.0,6.0,6,6,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,DA Warner,126.3,24.0,24,24,1.0,1,1,24.0,24.0,24.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,EJG Morgan,209.98,63.0,63,63,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,G Gambhir,33.33,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,Harbhajan Singh,133.34,8.0,8,8,2.0,2,2,,,,,,
Brabourne Stadium,Rajasthan Royals,JP Duminy,140.0,56.0,56,56,1.0,1,1,12.0,12.0,12.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,KM Jadhav,137.5,11.0,11,11,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,M Morkel,133.32999999999998,4.0,4,4,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,MA Agarwal,137.5,11.0,11,11,1.0,1,1,11.0,11.0,11.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,MC Henriques,95.22999999999999,20.0,20,20,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,MK Pandey,99.99000000000001,21.0,21,21,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,NM Coulter-Nile,150.0,6.0,6,6,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,NV Ojha,114.29999999999998,8.0,8,8,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,PP Chawla,0.0,0.0,0,0,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,R McLaren,220.0,11.0,11,11,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,R Sathish,100.01,6.0,6,6,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,RS Bopara,130.76,17.0,17,17,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,RV Uthappa,155.54,14.0,14,14,1.0,1,1,14.0,14.0,14.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,S Dhawan,150.04000000000002,54.0,54,54,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,SA Yadav,0.0,0.0,0,0,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,SR Tendulkar,130.76,17.0,17,17,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,SS Iyer,74.99,9.0,9,9,1.0,1,1,9.0,9.0,9.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,SS Tiwary,162.0,40.5,28,53,0.5,0,1,,,,,,
Brabourne Stadium,Rajasthan Royals,ST Jayasuriya,153.35000000000002,23.0,23,23,1.0,1,1,23.0,23.0,23.0,1.0,1.0,1.0
Brabourne Stadium,Rajasthan Royals,Shakib Al Hasan,92.84,13.0,13,13,1.0,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,UT Yadav,184.61,24.0,24,24,0.0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,YK Pathan,112.77000000000004,44.0,44,44,1.0,1,1,10.0,10.0,10.0,0.0,0.0,0.0
Brabourne Stadium,Rajasthan Royals,Yuvraj Singh,104.76000000000002,22.0,22,22,1.0,1,1,18.0,18.0,18.0,0.0,0.0,0.0
Brabourne Stadium,Royal Challengers Bangalore,AP Tare,74.99,9.0,9,9,1.0,1,1,9.0,9.0,9.0,1.0,1.0,1.0
Brabourne Stadium,Royal Challengers Bangalore,AT Rayudu,75.0,3.0,3,3,1.0,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,DJ Bravo,50.0,1.0,1,1,1.0,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,Harbhajan Singh,66.67,4.0,4,4,1.0,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,KA Pollard,110.50999999999999,21.0,21,21,1.0,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,R Sathish,109.11000000000001,24.0,24,24,1.0,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,SR Tendulkar,108.70999999999997,25.0,25,25,1.0,1,1,17.0,17.0,17.0,0.0,0.0,0.0
Brabourne Stadium,Royal Challengers Bangalore,SS Tiwary,119.03000000000002,25.0,25,25,1.0,1,1,8.0,8.0,8.0,0.0,0.0,0.0
Brabourne Stadium,Royal Challengers Bangalore,ST Jayasuriya,33.34,2.0,2,2,1.0,1,1,2.0,2.0,2.0,1.0,1.0,1.0
Brabourne Stadium,Royal Challengers Bangalore,Z Khan,255.54,23.0,23,23,0.0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,AM Rahane,133.34,8.0,8,8,1.0,1,1,8.0,8.0,8.0,1.0,1.0,1.0
Brabourne Stadium,Sunrisers Hyderabad,CH Morris,309.09000000000003,34.0,34,34,0.0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,DJ Hooda,77.77,7.0,7,7,1.0,1,1,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,JP Faulkner,157.88000000000002,30.0,30,30,1.0,1,1,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,KK Nair,36.36,4.0,4,4,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Brabourne Stadium,Sunrisers Hyderabad,SPD Smith,170.0,68.0,68,68,1.0,1,1,16.0,16.0,16.0,0.0,0.0,0.0
Brabourne Stadium,Sunrisers Hyderabad,SR Watson,99.99,12.0,12,12,1.0,1,1,12.0,12.0,12.0,1.0,1.0,1.0
Brabourne Stadium,Sunrisers Hyderabad,STR Binny,99.99,3.0,3,3,0.0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,SV Samson,210.0,21.0,21,21,1.0,1,1,,,,,,
Buffalo Park,Chennai Super Kings,AC Gilchrist,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Buffalo Park,Chennai Super Kings,DR Smith,213.07999999999996,49.0,49,49,1.0,1,1,36.0,36.0,36.0,0.0,0.0,0.0
Buffalo Park,Chennai Super Kings,HH Gibbs,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Buffalo Park,Chennai Super Kings,PP Ojha,0.0,0.0,0,0,1.0,1,1,,,,,,
Buffalo Park,Chennai Super Kings,RG Sharma,105.0,21.0,21,21,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0
Buffalo Park,Chennai Super Kings,RJ Harris,25.0,1.0,1,1,1.0,1,1,,,,,,
Buffalo Park,Chennai Super Kings,RP Singh,33.34,2.0,2,2,1.0,1,1,,,,,,
Buffalo Park,Chennai Super Kings,Shoaib Ahmed,50.0,1.0,1,1,0.0,0,0,,,,,,
Buffalo Park,Chennai Super Kings,TL Suman,99.97999999999999,17.0,17,17,1.0,1,1,,,,,,
Buffalo Park,Chennai Super Kings,VVS Laxman,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Buffalo Park,Chennai Super Kings,Y Venugopal Rao,33.34,2.0,2,2,1.0,1,1,,,,,,
Buffalo Park,Deccan Chargers,JA Morkel,80.0,4.0,4,4,0.0,0,0,,,,,,
Buffalo Park,Deccan Chargers,M Vijay,93.93,31.0,31,31,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Buffalo Park,Deccan Chargers,ML Hayden,153.58999999999997,43.0,43,43,1.0,1,1,35.0,35.0,35.0,0.0,0.0,0.0
Buffalo Park,Deccan Chargers,MS Dhoni,148.64000000000004,58.0,58,58,0.0,0,0,,,,,,
Buffalo Park,Deccan Chargers,SK Raina,168.39999999999995,32.0,32,32,1.0,1,1,,,,,,
