venue,bowling_team,batsmen,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Barabati Stadium,Punjab Kings,TL Suman,118.23,26,26,26,0,0,0,,,,,,
Barabati Stadium,Punjab Kings,VVS Laxman,142.87,10,10,10,1,1,1,10,10,10,1,1,1
Barabati Stadium,Punjab Kings,WPUJC Vaas,160,16,16,16,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,AP Tare,0,0,0,0,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,AT Rayudu,66.66,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,CJ Anderson,200,20,20,20,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,DJ Bravo,157.15,11,11,11,0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,Harbhajan Singh,350,7,7,7,0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,KA Pollard,199.98,17,14,20,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,LMP Simmons,152.24,67,67,67,1,1,1,28,28,28,0,0,0
Brabourne Stadium,Chennai Super Kings,MEK Hussey,118.17,39,39,39,1,1,1,23,23,23,0,0,0
Brabourne Stadium,Chennai Super Kings,P Kumar,50,1,1,1,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,PP Ojha,100,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,R McLaren,100,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Chennai Super Kings,R Sathish,55.55,5,5,5,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,RG Sharma,125,20,20,20,1,1,1,,,,,,
Brabourne Stadium,Chennai Super Kings,S Dhawan,151.34,56,56,56,1,1,1,38,38,38,0,0,0
Brabourne Stadium,Chennai Super Kings,SR Tendulkar,133.29,72,72,72,1,1,1,15,15,15,0,0,0
Brabourne Stadium,Chennai Super Kings,SS Tiwary,66.67,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,AT Rayudu,183.28,55,55,55,0,0,0,,,,,,
Brabourne Stadium,Deccan Chargers,DJ Bravo,25,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,KA Pollard,210,21,21,21,1,1,1,,,,,,
Brabourne Stadium,Deccan Chargers,S Dhawan,87.5,14,14,14,1,1,1,14,14,14,0,0,0
Brabourne Stadium,Deccan Chargers,SR Tendulkar,140,35,35,35,1,1,1,35,35,35,0,0,0
Brabourne Stadium,Deccan Chargers,SS Tiwary,125.73,44,44,44,1,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,AM Rahane,162.54,91,91,91,0,0,0,21,21,21,0,0,0
Brabourne Stadium,Delhi Capitals,AT Rayudu,114.26,24,24,24,1,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,C Madan,71.43,15,15,15,1,1,1,15,15,15,1,1,1
Brabourne Stadium,Delhi Capitals,JP Duminy,140.04,21,21,21,0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,JP Faulkner,200,8,8,8,0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,KA Pollard,346.12,45,45,45,0,0,0,,,,,,
Brabourne Stadium,Delhi Capitals,KK Nair,160.51,61,61,61,1,1,1,,,,,,
Brabourne Stadium,Delhi Capitals,SR Tendulkar,111.06,30,30,30,1,1,1,20,20,20,0,0,0
Brabourne Stadium,Delhi Capitals,SR Watson,80.76,21,21,21,1,1,1,17,17,17,0,0,0
Brabourne Stadium,Delhi Capitals,SS Tiwary,135.69,38,38,38,1,1,1,1,1,1,0,0,0
Brabourne Stadium,Kolkata Knight Riders,AM Rahane,168.2,37,37,37,1,1,1,25,25,25,0,0,0
Brabourne Stadium,Kolkata Knight Riders,CH Morris,80,4,4,4,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,JP Faulkner,100.01,6,6,6,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,KA Pollard,100,7,7,7,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,KK Nair,160,16,16,16,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,R Sathish,190.89,21,21,21,0,0,0,,,,,,
Brabourne Stadium,Kolkata Knight Riders,S Dhawan,109.52,23,23,23,1,1,1,21,21,21,0,0,0
Brabourne Stadium,Kolkata Knight Riders,SPD Smith,127.26,14,14,14,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,SR Tendulkar,136.47,71,71,71,0,0,0,33,33,33,0,0,0
Brabourne Stadium,Kolkata Knight Riders,SR Watson,167.68,104,104,104,0,0,0,37,37,37,0,0,0
Brabourne Stadium,Kolkata Knight Riders,SS Tiwary,125.03,30,30,30,1,1,1,,,,,,
Brabourne Stadium,Kolkata Knight Riders,SV Samson,88.88,8,8,8,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,A Mishra,70.56,12,12,12,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,A Symonds,110.51,21,21,21,1,1,1,0,0,0,0,0,0
Brabourne Stadium,Mumbai Indians,A Uniyal,0,0,0,0,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AA Jhunjhunwala,127.27,14,14,14,1,1,1,1,1,1,0,0,0
Brabourne Stadium,Mumbai Indians,AB McDonald,106.52,33,33,33,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,AB de Villiers,57.16,4,4,4,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AC Gilchrist,135.71,19,19,19,2,2,2,19,19,19,1,1,1
Brabourne Stadium,Mumbai Indians,AD Mascarenhas,112.5,9,9,9,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,AD Mathews,100,3,3,3,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,B Lee,75,3,3,3,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,BB McCullum,127.28,14,14,14,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,CH Gayle,115.41,75,75,75,1,1,1,11,11,11,0,0,0
Brabourne Stadium,Mumbai Indians,DA Warner,206.69,31,31,31,1,1,1,31,31,31,1,1,1
Brabourne Stadium,Mumbai Indians,DJ Hussey,137.95,40,40,40,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,DPMD Jayawardene,100,20,20,20,1,1,1,1,1,1,0,0,0
Brabourne Stadium,Mumbai Indians,DR Smith,120,24,24,24,1,1,1,24,24,24,0,0,0
Brabourne Stadium,Mumbai Indians,EJG Morgan,116.67,7,7,7,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,F du Plessis,159.11,35,35,35,1,1,1,34,34,34,0,0,0
Brabourne Stadium,Mumbai Indians,G Gambhir,188.87,17,17,17,1,1,1,16,16,16,0,0,0
Brabourne Stadium,Mumbai Indians,GC Smith,118.2,26,26,26,2,2,2,26,26,26,1,1,1
Brabourne Stadium,Mumbai Indians,HH Gibbs,113.35,17,17,17,1,1,1,17,17,17,1,1,1
Brabourne Stadium,Mumbai Indians,IK Pathan,128.56,18,18,18,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,JH Kallis,120.02,66,66,66,0,0,0,29,29,29,0,0,0
Brabourne Stadium,Mumbai Indians,Jaskaran Singh,0,0,0,0,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,K Goel,33.33,1,1,1,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,KD Karthik,78.54,11,11,11,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,MD Mishra,71.44,5,5,5,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,MK Pandey,148.1,40,40,40,1,1,1,24,24,24,0,0,0
Brabourne Stadium,Mumbai Indians,ML Hayden,133.35,20,20,20,1,1,1,20,20,20,1,1,1
Brabourne Stadium,Mumbai Indians,MS Bisla,110,11,11,11,1,1,1,11,11,11,1,1,1
Brabourne Stadium,Mumbai Indians,NV Ojha,99.98,12,12,12,1,1,1,12,12,12,1,1,1
Brabourne Stadium,Mumbai Indians,OA Shah,134.82,31,31,31,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,P Dogra,136.61,41,41,41,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PA Patel,61.53,8,8,8,1,1,1,8,8,8,1,1,1
Brabourne Stadium,Mumbai Indians,PD Collingwood,40,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PJ Sangwan,120,6,6,6,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,PP Chawla,146.68,22,22,22,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,PP Ojha,100,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,R Sharma,71.43,5,5,5,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RG Sharma,78.56,11,11,11,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RJ Harris,130,13,13,13,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,RS Bopara,25,1,1,1,1,1,1,1,1,1,1,1,1
Brabourne Stadium,Mumbai Indians,RV Uthappa,153.35,23,23,23,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,S Badrinath,112.2,55,55,55,0,0,0,1,1,1,0,0,0
Brabourne Stadium,Mumbai Indians,SC Ganguly,88.6,31,31,31,1,1,1,21,21,21,0,0,0
Brabourne Stadium,Mumbai Indians,SE Marsh,118.68,57,57,57,1,1,1,22,22,22,0,0,0
Brabourne Stadium,Mumbai Indians,SJ Srivastava,100,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,SK Raina,153.75,68.5,54,83,0,0,0,17,17,17,0,0,0
Brabourne Stadium,Mumbai Indians,SK Warne,100,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,TL Suman,64.68,11,11,11,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,V Kohli,141.66,17,17,17,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,V Sehwag,105.23,20,20,20,1,1,1,17,17,17,0,0,0
Brabourne Stadium,Mumbai Indians,VS Malik,120,6,6,6,1,1,1,,,,,,
Brabourne Stadium,Mumbai Indians,VVS Laxman,57.15,4,4,4,0,0,0,4,4,4,0,0,0
Brabourne Stadium,Mumbai Indians,YK Pathan,250,100,100,100,0,0,0,,,,,,
Brabourne Stadium,Mumbai Indians,Yuvraj Singh,66.67,2,2,2,1,1,1,,,,,,
Brabourne Stadium,Punjab Kings,AT Rayudu,64.27,9,9,9,1,1,1,,,,,,
Brabourne Stadium,Punjab Kings,DJ Bravo,200,8,8,8,1,1,1,,,,,,
Brabourne Stadium,Punjab Kings,Harbhajan Singh,100,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Punjab Kings,KA Pollard,142.84,20,20,20,1,1,1,1,1,1,0,0,0
Brabourne Stadium,Punjab Kings,R Sathish,170,17,17,17,0,0,0,,,,,,
Brabourne Stadium,Punjab Kings,S Dhawan,125,50,50,50,1,1,1,26,26,26,0,0,0
Brabourne Stadium,Punjab Kings,SR Tendulkar,64.7,11,11,11,1,1,1,11,11,11,1,1,1
Brabourne Stadium,Punjab Kings,SS Tiwary,129.22,31,31,31,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,A Mishra,33.33,1,1,1,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,AD Mathews,84.21,16,16,16,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,AD Russell,168.2,37,37,37,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,AP Tare,143.75,23,23,23,1,1,1,23,23,23,0,0,0
Brabourne Stadium,Rajasthan Royals,AT Rayudu,161.72,55,55,55,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,Azhar Mahmood,75,6,6,6,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,DA Warner,126.3,24,24,24,1,1,1,24,24,24,1,1,1
Brabourne Stadium,Rajasthan Royals,EJG Morgan,209.98,63,63,63,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,G Gambhir,33.33,1,1,1,1,1,1,1,1,1,1,1,1
Brabourne Stadium,Rajasthan Royals,Harbhajan Singh,133.34,8,8,8,2,2,2,,,,,,
Brabourne Stadium,Rajasthan Royals,JP Duminy,140,56,56,56,1,1,1,12,12,12,0,0,0
Brabourne Stadium,Rajasthan Royals,KM Jadhav,137.5,11,11,11,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,M Morkel,133.33,4,4,4,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,MA Agarwal,137.5,11,11,11,1,1,1,11,11,11,1,1,1
Brabourne Stadium,Rajasthan Royals,MC Henriques,95.23,20,20,20,1,1,1,6,6,6,0,0,0
Brabourne Stadium,Rajasthan Royals,MK Pandey,99.99,21,21,21,1,1,1,13,13,13,0,0,0
Brabourne Stadium,Rajasthan Royals,NM Coulter-Nile,150,6,6,6,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,NV Ojha,114.3,8,8,8,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,PP Chawla,0,0,0,0,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,R McLaren,220,11,11,11,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,R Sathish,100.01,6,6,6,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,RS Bopara,130.76,17,17,17,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,RV Uthappa,155.54,14,14,14,1,1,1,14,14,14,1,1,1
Brabourne Stadium,Rajasthan Royals,S Dhawan,150.04,54,54,54,1,1,1,17,17,17,0,0,0
Brabourne Stadium,Rajasthan Royals,SA Yadav,0,0,0,0,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,SR Tendulkar,130.76,17,17,17,1,1,1,17,17,17,0,0,0
Brabourne Stadium,Rajasthan Royals,SS Iyer,74.99,9,9,9,1,1,1,9,9,9,1,1,1
Brabourne Stadium,Rajasthan Royals,SS Tiwary,162,40.5,28,53,0.5,0,1,,,,,,
Brabourne Stadium,Rajasthan Royals,ST Jayasuriya,153.35,23,23,23,1,1,1,23,23,23,1,1,1
Brabourne Stadium,Rajasthan Royals,Shakib Al Hasan,92.84,13,13,13,1,1,1,,,,,,
Brabourne Stadium,Rajasthan Royals,UT Yadav,184.61,24,24,24,0,0,0,,,,,,
Brabourne Stadium,Rajasthan Royals,YK Pathan,112.77,44,44,44,1,1,1,10,10,10,0,0,0
Brabourne Stadium,Rajasthan Royals,Yuvraj Singh,104.76,22,22,22,1,1,1,18,18,18,0,0,0
Brabourne Stadium,Royal Challengers Bangalore,AP Tare,74.99,9,9,9,1,1,1,9,9,9,1,1,1
Brabourne Stadium,Royal Challengers Bangalore,AT Rayudu,75,3,3,3,1,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,DJ Bravo,50,1,1,1,1,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,Harbhajan Singh,66.67,4,4,4,1,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,KA Pollard,110.51,21,21,21,1,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,R Sathish,109.11,24,24,24,1,1,1,,,,,,
Brabourne Stadium,Royal Challengers Bangalore,SR Tendulkar,108.71,25,25,25,1,1,1,17,17,17,0,0,0
Brabourne Stadium,Royal Challengers Bangalore,SS Tiwary,119.03,25,25,25,1,1,1,8,8,8,0,0,0
Brabourne Stadium,Royal Challengers Bangalore,ST Jayasuriya,33.34,2,2,2,1,1,1,2,2,2,1,1,1
Brabourne Stadium,Royal Challengers Bangalore,Z Khan,255.54,23,23,23,0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,AM Rahane,133.34,8,8,8,1,1,1,8,8,8,1,1,1
Brabourne Stadium,Sunrisers Hyderabad,CH Morris,309.09,34,34,34,0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,DJ Hooda,77.77,7,7,7,1,1,1,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,JP Faulkner,157.88,30,30,30,1,1,1,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,KK Nair,36.36,4,4,4,1,1,1,0,0,0,0,0,0
Brabourne Stadium,Sunrisers Hyderabad,SPD Smith,170,68,68,68,1,1,1,16,16,16,0,0,0
Brabourne Stadium,Sunrisers Hyderabad,SR Watson,99.99,12,12,12,1,1,1,12,12,12,1,1,1
Brabourne Stadium,Sunrisers Hyderabad,STR Binny,99.99,3,3,3,0,0,0,,,,,,
Brabourne Stadium,Sunrisers Hyderabad,SV Samson,210,21,21,21,1,1,1,,,,,,
Buffalo Park,Chennai Super Kings,AC Gilchrist,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Chennai Super Kings,DR Smith,213.08,49,49,49,1,1,1,36,36,36,0,0,0
Buffalo Park,Chennai Super Kings,HH Gibbs,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Chennai Super Kings,PP Ojha,0,0,0,0,1,1,1,,,,,,
Buffalo Park,Chennai Super Kings,RG Sharma,105,21,21,21,1,1,1,13,13,13,0,0,0
Buffalo Park,Chennai Super Kings,RJ Harris,25,1,1,1,1,1,1,,,,,,
Buffalo Park,Chennai Super Kings,RP Singh,33.34,2,2,2,1,1,1,,,,,,
Buffalo Park,Chennai Super Kings,Shoaib Ahmed,50,1,1,1,0,0,0,,,,,,
Buffalo Park,Chennai Super Kings,TL Suman,99.98,17,17,17,1,1,1,,,,,,
Buffalo Park,Chennai Super Kings,VVS Laxman,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Chennai Super Kings,Y Venugopal Rao,33.34,2,2,2,1,1,1,,,,,,
Buffalo Park,Deccan Chargers,JA Morkel,80,4,4,4,0,0,0,,,,,,
Buffalo Park,Deccan Chargers,M Vijay,93.93,31,31,31,1,1,1,15,15,15,0,0,0
Buffalo Park,Deccan Chargers,ML Hayden,153.59,43,43,43,1,1,1,35,35,35,0,0,0
Buffalo Park,Deccan Chargers,MS Dhoni,148.64,58,58,58,0,0,0,,,,,,
Buffalo Park,Deccan Chargers,SK Raina,168.4,32,32,32,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,AM Nayar,64.27,18,18,18,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,AM Rahane,99.98,12,12,12,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,DJ Bravo,106.05,35,35,35,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,DS Kulkarni,25,1,1,1,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,Harbhajan Singh,166.68,10,10,10,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,JP Duminy,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Delhi Capitals,L Ronchi,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Delhi Capitals,PR Shah,47.85,11,11,11,1,1,1,10,10,10,0,0,0
Buffalo Park,Delhi Capitals,RR Raje,50,1,1,1,1,1,1,,,,,,
Buffalo Park,Delhi Capitals,SR Tendulkar,100.01,15,15,15,1,1,1,15,15,15,1,1,1
Buffalo Park,Kolkata Knight Riders,AM Nayar,76.91,10,10,10,1,1,1,0,0,0,0,0,0
Buffalo Park,Kolkata Knight Riders,AM Rahane,125,10,10,10,1,1,1,,,,,,
Buffalo Park,Kolkata Knight Riders,GR Napier,93.75,15,15,15,1,1,1,,,,,,
Buffalo Park,Kolkata Knight Riders,Harbhajan Singh,75,6,6,6,1,1,1,6,6,6,1,1,1
Buffalo Park,Kolkata Knight Riders,JP Duminy,136.81,52,52,52,0,0,0,,,,,,
Buffalo Park,Kolkata Knight Riders,SR Tendulkar,106.22,34,34,34,1,1,1,22,22,22,0,0,0
Buffalo Park,Kolkata Knight Riders,ST Jayasuriya,66.66,6,6,6,1,1,1,6,6,6,1,1,1
Buffalo Park,Kolkata Knight Riders,Z Khan,100,2,2,2,0,0,0,,,,,,
Buffalo Park,Mumbai Indians,AB de Villiers,131.57,50,50,50,0,0,0,,,,,,
Buffalo Park,Mumbai Indians,BB McCullum,71.45,5,5,5,1,1,1,,,,,,
Buffalo Park,Mumbai Indians,BJ Hodge,113.99,73,73,73,1,1,1,8,8,8,0,0,0
Buffalo Park,Mumbai Indians,CH Gayle,100.01,7,7,7,1,1,1,7,7,7,1,1,1
Buffalo Park,Mumbai Indians,DA Warner,65.56,21,21,21,1,1,1,18,18,18,0,0,0
Buffalo Park,Mumbai Indians,G Gambhir,79.21,19,19,19,1,1,1,14,14,14,0,0,0
Buffalo Park,Mumbai Indians,KD Karthik,166.66,5,5,5,0,0,0,,,,,,
Buffalo Park,Mumbai Indians,LR Shukla,85.73,6,6,6,1,1,1,,,,,,
Buffalo Park,Mumbai Indians,MN van Wyk,86.47,32,32,32,1,1,1,10,10,10,0,0,0
Buffalo Park,Mumbai Indians,SC Ganguly,0,0,0,0,1,1,1,0,0,0,1,1,1
Buffalo Park,Mumbai Indians,TM Dilshan,85,17,17,17,1,1,1,,,,,,
Buffalo Park,Mumbai Indians,WP Saha,200,8,8,8,0,0,0,,,,,,
De Beers Diamond Oval,Chennai Super Kings,AS Raut,140,7,7,7,2,2,2,,,,,,
De Beers Diamond Oval,Chennai Super Kings,GC Smith,90.9,30,30,30,1,1,1,13,13,13,0,0,0
De Beers Diamond Oval,Chennai Super Kings,LA Carseldine,112.5,9,9,9,0,0,0,,,,,,
De Beers Diamond Oval,Chennai Super Kings,NV Ojha,0,0,0,0,1,1,1,0,0,0,1,1,1
De Beers Diamond Oval,Chennai Super Kings,RA Jadeja,142.08,27,27,27,1,1,1,,,,,,
De Beers Diamond Oval,Chennai Super Kings,SA Asnodkar,100,26,26,26,1,1,1,20,20,20,0,0,0
De Beers Diamond Oval,Chennai Super Kings,SK Warne,190.9,21,21,21,0,0,0,,,,,,
De Beers Diamond Oval,Chennai Super Kings,SM Harwood,85.73,6,6,6,0,0,0,,,,,,
De Beers Diamond Oval,Chennai Super Kings,YK Pathan,63.64,7,7,7,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,AS Raut,50,1,1,1,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,B Lee,140,14,14,14,0,0,0,,,,,,
De Beers Diamond Oval,Deccan Chargers,DPMD Jayawardene,148.31,43,43,43,2,2,2,,,,,,
De Beers Diamond Oval,Deccan Chargers,GC Smith,33.33,1,1,1,1,1,1,1,1,1,1,1,1
De Beers Diamond Oval,Deccan Chargers,IK Pathan,83.31,10,10,10,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,KC Sangakkara,131.57,25,25,25,1,1,1,3,3,3,0,0,0
De Beers Diamond Oval,Deccan Chargers,LA Carseldine,66.66,8,8,8,1,1,1,8,8,8,1,1,1
De Beers Diamond Oval,Deccan Chargers,M Morkel,88.88,8,8,8,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,MM Patel,71.45,5,5,5,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,NV Ojha,114.27,16,16,16,1,1,1,11,11,11,0,0,0
De Beers Diamond Oval,Deccan Chargers,PP Chawla,133.35,8,8,8,0,0,0,,,,,,
De Beers Diamond Oval,Deccan Chargers,RA Jadeja,95,19,19,19,0,0,0,,,,,,
De Beers Diamond Oval,Deccan Chargers,S Sohal,166.67,30,30,30,1,1,1,30,30,30,1,1,1
De Beers Diamond Oval,Deccan Chargers,SA Asnodkar,110,44,44,44,1,1,1,8,8,8,0,0,0
De Beers Diamond Oval,Deccan Chargers,SK Trivedi,20,1,1,1,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,SK Warne,0,0,0,0,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,SM Katich,81.81,9,9,9,1,1,1,9,9,9,1,1,1
De Beers Diamond Oval,Deccan Chargers,WA Mota,75,3,3,3,0,0,0,,,,,,
De Beers Diamond Oval,Deccan Chargers,YK Pathan,85.73,6,6,6,1,1,1,,,,,,
De Beers Diamond Oval,Deccan Chargers,Yuvraj Singh,138.44,18,18,18,1,1,1,1,1,1,0,0,0
De Beers Diamond Oval,Punjab Kings,A Symonds,162.18,60,60,60,0,0,0,,,,,,
De Beers Diamond Oval,Punjab Kings,AC Gilchrist,117.64,20,20,20,1,1,1,20,20,20,1,1,1
De Beers Diamond Oval,Punjab Kings,HH Gibbs,99.98,13,13,13,1,1,1,12,12,12,0,0,0
De Beers Diamond Oval,Punjab Kings,RG Sharma,60.02,9,9,9,1,1,1,,,,,,
De Beers Diamond Oval,Punjab Kings,TL Suman,158.79,27,27,27,1,1,1,18,18,18,0,0,0
De Beers Diamond Oval,Punjab Kings,Y Venugopal Rao,123.11,32,32,32,1,1,1,,,,,,
De Beers Diamond Oval,Rajasthan Royals,A Symonds,157.88,30,30,30,1,1,1,,,,,,
De Beers Diamond Oval,Rajasthan Royals,AC Gilchrist,83.33,10,10,10,1,1,1,10,10,10,1,1,1
De Beers Diamond Oval,Rajasthan Royals,DB Ravi Teja,233.33,7,7,7,0,0,0,,,,,,
De Beers Diamond Oval,Rajasthan Royals,DR Smith,146.8,47,47,47,1,1,1,,,,,,
De Beers Diamond Oval,Rajasthan Royals,JDP Oram,50,1,1,1,0,0,0,,,,,,
De Beers Diamond Oval,Rajasthan Royals,M Vijay,76.91,10,10,10,1,1,1,10,10,10,1,1,1
De Beers Diamond Oval,Rajasthan Royals,ML Hayden,104.31,48,48,48,1,1,1,12,12,12,0,0,0
De Beers Diamond Oval,Rajasthan Royals,RG Sharma,64.26,9,9,9,1,1,1,2,2,2,0,0,0
De Beers Diamond Oval,Rajasthan Royals,S Badrinath,137.22,59,59,59,0,0,0,,,,,,
De Beers Diamond Oval,Rajasthan Royals,SK Raina,108.33,13,13,13,1,1,1,13,13,13,1,1,1
De Beers Diamond Oval,Rajasthan Royals,TL Suman,152.62,29,29,29,1,1,1,29,29,29,1,1,1
De Beers Diamond Oval,Rajasthan Royals,WPUJC Vaas,133.35,20,20,20,1,1,1,,,,,,
De Beers Diamond Oval,Rajasthan Royals,Y Venugopal Rao,171.44,12,12,12,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,A Symonds,100.02,23,23,23,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,AC Gilchrist,75,15,15,15,1,1,1,15,15,15,1,1,1
Dr DY Patil Sports Academy,Chennai Super Kings,AM Nayar,103.89,27,27,27,1,1,1,8,8,8,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,AT Rayudu,140.03,21,21,21,0,0,0,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,B Sumanth,84.19,16,16,16,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,CRD Fernando,100,2,2,2,0,0,0,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,HH Gibbs,69.25,18,18,18,1,1,1,3,3,3,0,0,0
Dr DY Patil Sports Academy,Chennai Super Kings,Harbhajan Singh,50,1,1,1,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,Harmeet Singh,0,0,0,0,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,JD Ryder,146.15,19,19,19,1,1,1,19,19,19,1,1,1
Dr DY Patil Sports Academy,Chennai Super Kings,JE Taylor,50,1,1,1,0,0,0,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,JP Duminy,85.72,6,6,6,1,1,1,,,,,,
Dr DY Patil Sports Academy,Chennai Super Kings,KA Pollard,270,27,27,27,2,2,2,,,,,,
